"","CASE_ENQUIRY_ID","open_dt","target_dt","closed_dt","OnTime_Status","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source"
"23",101002324241,2018-01-11 10:18:00,2018-02-10 10:18:14,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"89 Waldeck St  Dorchester  MA  02124",7,"03",4,"C11","Dorchester",8,"Ward 17","1702","89 Waldeck St","02124",42.2989,-71.0653,"Constituent Call"
"24",101002323961,2018-01-11 08:38:12,2018-02-10 08:38:12,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"19 Charme Ave  Roslindale  MA  02131",12,"02",5,"E18","Roslindale",10,"Ward 18","1807","19 Charme Ave","02131",42.2857,-71.1157,"Constituent Call"
"25",101002323288,2018-01-10 17:26:00,2018-02-09 17:26:59,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"45 Clarendon St  Boston  MA  02116",4,"1C",2,"D4","South End",6,"Ward 5","0501","45 Clarendon St","02116",42.3459,-71.0727,"Constituent Call"
"26",101002323088,2018-01-10 15:41:00,2018-02-09 15:41:26,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"626 Dudley St  Dorchester  MA  02125",7,"03",7,"B2","Dorchester",13,"08","0805","626 Dudley St","02125",42.32,-71.0708,"Constituent Call"
"27",101002322949,2018-01-10 14:20:00,2018-02-09 14:20:44,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"9 Higgins St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","9 Higgins St","02134",42.3529,-71.1359,"Constituent Call"
"28",101002322931,2018-01-10 14:13:00,2018-02-09 14:13:06,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"54 Annunciation Rd  Mission Hill  MA  02120",9,"10A",7,"B2","Mission Hill",13,"Ward 4","0409","54 Annunciation Rd","02120",42.3349,-71.0928,"Constituent Call"
"29",101002322758,2018-01-10 12:31:00,2018-02-09 12:31:34,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"9 Higgins St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","9 Higgins St","02134",42.3529,-71.1359,"Constituent Call"
"30",101002322646,2018-01-10 11:40:00,2018-02-09 11:40:45,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"11 Edwin St  Dorchester  MA  02124",8,"07",3,"C11","Dorchester",7,"Ward 16","1606","11 Edwin St","02124",42.2888,-71.0625,"Constituent Call"
"31",101002322640,2018-01-10 11:38:00,2018-02-09 11:38:56,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"136 Spencer St  Dorchester  MA  02124",8,"07",4,"B3","Dorchester",9,"Ward 17","1705","136 Spencer St","02124",42.2924,-71.0754,"Constituent Call"
"32",101002322511,2018-01-10 10:44:00,2018-02-09 10:44:41,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"86 Hobart St  Brighton  MA  02135",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2211","86 Hobart St","02135",42.3552,-71.1616,"Constituent Call"
"33",101002321225,2018-01-09 17:01:00,2018-02-08 17:01:58,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"421-423 Hanover St  Boston  MA  02109",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0301","421-423 Hanover St","02109",42.3657,-71.0527,"Constituent Call"
"34",101002321166,2018-01-09 16:47:00,2018-02-08 16:47:21,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"21 Michigan Ave  Dorchester  MA  02121",7,"03",4,"B3","Greater Mattapan",13,"Ward 14","1403","21 Michigan Ave","02121",42.3024,-71.0835,"Constituent Call"
"35",101002321090,2018-01-09 16:28:00,2018-02-08 16:28:48,2018-01-09 16:34:12,"ONTIME","Closed","Case Closed. Closed date : 2018-01-09 16:34:12.337 CLOSED  DUPLICATE CASE","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"21 Michigan Ave  Dorchester  MA  02121",7,"03",4,"B3","Greater Mattapan",13,"Ward 14","1403","21 Michigan Ave","02121",42.3024,-71.0835,"Constituent Call"
"36",101002320955,2018-01-09 15:40:00,2018-02-08 15:41:00,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"43 Hosmer St  Mattapan  MA  02126",8,"07",4,"B3","Greater Mattapan",9,"Ward 14","1414","43 Hosmer St","02126",42.2803,-71.0897,"Constituent Call"
"37",101002320936,2018-01-09 15:37:00,2018-02-08 15:37:35,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"117 Howland St  Dorchester  MA  02121",9,"10B",7,"B2","Roxbury",13,"Ward 12","1208","117 Howland St","02121",42.3147,-71.09,"Constituent Call"
"38",101002320926,2018-01-09 15:36:00,2018-02-08 15:36:05,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"257 Saratoga St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0106","257 Saratoga St","02128",42.3781,-71.0321,"Constituent Call"
"39",101002320873,2018-01-09 15:23:00,2018-02-08 15:23:58,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"421 Hanover St  Boston  MA  02109",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0301","421 Hanover St","02109",42.3657,-71.0527,"Constituent Call"
"40",101002320855,2018-01-09 15:20:00,2018-02-08 15:20:24,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"268-270 Wood Ave  Mattapan  MA  02126",8,"08",5,"E18","Hyde Park",10,"Ward 18","1806","268-270 Wood Ave","02126",42.2649,-71.1098,"Constituent Call"
"41",101002320852,2018-01-09 15:18:00,2018-02-08 15:18:46,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"14 French St  Mattapan  MA  02126",8,"07",4,"B3","Greater Mattapan",9,"Ward 18","1802","14 French St","02126",42.2746,-71.0903,"Constituent Call"
"42",101002320817,2018-01-09 15:09:00,2018-02-08 15:09:00,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"2017 Commonwealth Ave  Brighton  MA  02135",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2209","2017 Commonwealth Ave","02135",42.3402,-71.1591,"Constituent Call"
"43",101002320739,2018-01-09 14:23:00,2018-02-08 14:23:40,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"18 Paris St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0103","18 Paris St","02128",42.3698,-71.0403,"Constituent Call"
"44",101002320735,2018-01-09 14:21:00,2018-02-08 14:21:54,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"783 Parker St  Mission Hill  MA  02120",9,"10A",8,"B2","Mission Hill",14,"Ward 10","1005","783 Parker St","02120",42.3297,-71.0992,"Constituent Call"
"45",101002320331,2018-01-09 12:04:00,2018-02-08 12:04:42,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"12 Paxton St  Dorchester  MA  02124",8,"07",4,"B3","Greater Mattapan",9,"Ward 14","1411","12 Paxton St","02124",42.2922,-71.0899,"Constituent Call"
"46",101002320192,2018-01-09 11:57:00,2018-02-08 11:57:07,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"573-577 Blue Hill Ave  Dorchester  MA  02121",9,"10B",7,"B2","Roxbury",13,"Ward 12","1207","573-577 Blue Hill Ave","02121",42.3059,-71.0849,"Constituent Call"
"47",101002310037,2018-01-09 08:48:00,2018-02-08 08:48:19,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"60 Charlesgate East   Boston  MA  02215",4,"10A",8,"D4","Boston",14,"05","0510","60 Charlesgate East","02215",42.347,-71.0909,"Constituent Call"
"48",101002309881,2018-01-09 08:18:00,2018-02-08 08:18:08,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"1340 River St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1818","1340 River St","02136",42.2551,-71.1273,"Constituent Call"
"49",101002309792,2018-01-09 07:59:00,2018-02-08 07:59:28,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"161 Allston St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2109","161 Allston St","02134",42.3481,-71.1381,"Constituent Call"
"50",101002309499,2018-01-08 22:47:55,2018-02-07 22:47:55,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"783 Parker St  Mission Hill  MA  02120",9,"10A",8,"B2","Mission Hill",14,"Ward 10","1005","783 Parker St","02120",42.3297,-71.0992,"Self Service"
"51",101002309118,2018-01-08 18:37:00,2018-02-07 18:37:08,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"75 Braintree St  Brighton  MA  02134",11,"04",9,"D14","Brighton",15,"22","2202","75 Braintree St","02134",42.3564,-71.1357,"Constituent Call"
"52",101002308751,2018-01-08 16:31:00,2018-02-07 16:31:00,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"824 Blue Hill Ave  Dorchester  MA  02124",7,"03",4,"B3","Greater Mattapan",9,"Ward 14","1409","824 Blue Hill Ave","02124",42.2964,-71.0871,"Constituent Call"
"53",101002308726,2018-01-08 16:24:00,2018-02-07 16:24:13,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"370 Chestnut Hill Ave  Brighton  MA  02135",11,"04",9,"D14","Brighton",15,"21","2115","370 Chestnut Hill Ave","02135",42.3367,-71.1511,"Constituent Call"
"54",101002308571,2018-01-08 15:29:00,2018-02-07 15:29:52,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"1508-1510 Tremont St  Mission Hill  MA  02120",9,"10A",8,"B2","Mission Hill",14,"10","1002","1508-1510 Tremont St","02120",42.3594,-71.0587,"Constituent Call"
"55",101002308536,2018-01-08 15:18:13,2018-02-07 15:18:13,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"19 Marcy Rd  Mattapan  MA  02126",8,"08",4,"E18","Greater Mattapan",9,"Ward 18","1804","19 Marcy Rd","02126",42.2675,-71.0959,"Constituent Call"
"56",101002308363,2018-01-08 14:15:00,2018-02-07 14:15:04,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"10 Thwing St  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"Ward 11","1101","10 Thwing St","02119",42.3236,-71.0943,"Constituent Call"
"57",101002308141,2018-01-08 12:49:00,2018-02-07 12:49:47,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"64 Commonwealth Ave  Boston  MA  02116",4,"1C",8,"D4","Back Bay",14,"Ward 5","0506","64 Commonwealth Ave","02116",42.3524,-71.0746,"Constituent Call"
"58",101002307979,2018-01-08 12:00:17,2018-02-07 12:00:17,2018-01-08 12:01:30,"ONTIME","Closed","Case Closed. Closed date : 2018-01-08 12:01:30.33 Case Invalid","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"21 Branch St  Boston  MA  02108",3,"1B",8,"A1","Beacon Hill",14,"Ward 5","0503","21 Branch St","02108",42.3568,-71.0686,"Constituent Call"
"59",101002307864,2018-01-08 11:27:00,2018-02-07 11:27:24,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"221 Columbus Ave  Boston  MA  02116",4,"1C",2,"D4","Back Bay",6,"Ward 4","0402","221 Columbus Ave","02116",42.3483,-71.0727,"Constituent Call"
"60",101002307469,2018-01-08 09:41:00,2018-02-07 09:41:32,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"720 River St  Mattapan  MA  02126",8,"08",5,"E18","Hyde Park",9,"Ward 18","1805","720 River St","02126",42.2634,-71.1022,"Constituent Call"
"61",101002307294,2018-01-08 09:09:00,2018-02-07 09:09:53,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"482 Geneva Ave  Dorchester  MA  02122",7,"03",3,"C11","Dorchester",8,"Ward 15","1508","482 Geneva Ave","02122",42.2994,-71.0644,"Constituent Call"
"62",101002307042,2018-01-08 08:21:00,2018-02-07 08:21:44,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"92 Winthrop St  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"Ward 8","0807","92 Winthrop St","02119",42.3245,-71.0777,"Constituent Call"
"63",101002306997,2018-01-08 08:11:00,2018-02-07 08:11:54,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"241 Walnut Ave  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"Ward 11","1103","241 Walnut Ave","02119",42.3186,-71.0913,"Constituent Call"
"64",101002306992,2018-01-08 08:10:00,2018-02-07 08:10:46,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"791 Columbia Rd  Dorchester  MA  02125",7,"03",2,"C11","Dorchester",5,"Ward 7","0709","791 Columbia Rd","02125",42.3201,-71.0574,"Constituent Call"
"65",101002306649,2018-01-07 23:16:00,2018-02-06 23:16:18,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"61 Walnut Park  Roxbury  MA  02119",9,"10B",7,"E13","Roxbury",11,"Ward 11","1105","61 Walnut Park","02119",42.3148,-71.0957,"Constituent Call"
"66",101002306569,2018-01-07 20:20:00,2018-02-06 20:20:14,NA,"ONTIME","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"237 Fairmount Ave  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1816","237 Fairmount Ave","02136",42.2494,-71.1156,"Constituent Call"
